Feature,juror_z-stat_maps/juror_scenario.nii.gz,juror_z-stat_maps/juror_evidence.nii.gz,juror_z-stat_maps/juror_case_strength.nii.gz,juror_z-stat_maps/juror_punishment.nii.gz
shifts,0.0895,0.0006,-0.0362,0.0411
short,0.0752,-0.0171,-0.0006,0.0236
short term,0.0203,0.0472,0.0093,0.0165
shorter,0.0091,0.0174,-0.0404,0.0185
showing,0.0467,0.012,-0.04,0.0498
shown,-0.0111,-0.0108,0.0409,-0.0156
shows,-0.0318,-0.0546,0.017,-0.0307
si,-0.1865,-0.2902,0.0516,-0.1201
sided,-0.0128,-0.067,-0.0302,0.0085
sighted,0.0329,-0.0818,0.005,0.0955
sign,0.0839,0.0468,-0.0078,0.083
signal,-0.0517,-0.0964,-0.0246,-0.0604
signal change,-0.0365,-0.1086,0.0305,0.0027
signal task,0.009,0.0934,-0.1067,-0.0408
signaling,0.0307,0.0454,-0.0191,0.0274
signals,-0.0423,-0.149,0.0016,-0.0347
signature,-0.0162,0.0032,-0.0109,0.015
significance,-0.0366,-0.0167,0.0017,-0.0404
significance statement,0.007,0.0573,-0.01,0.0163
signs,0.0225,-0.0445,-0.0026,-0.0037
sii,-0.1644,-0.3301,0.0663,-0.1219
silent,-0.0046,-0.1333,-0.0204,0.0296
similarities,-0.0674,-0.0299,-0.0103,-0.0044
similarity,0.057,0.0577,-0.0033,0.104
similarly,0.0194,0.0841,-0.0036,0.0463
simple,-0.0359,-0.0761,-0.0018,0.0135
simply,0.0095,0.0731,-0.0194,0.0323
simulated,-0.0471,-0.1054,0.0377,-0.0064
simulation,0.0538,-0.0387,0.0053,0.075
simultaneous,-0.0421,-0.1578,0.0008,-0.0225
simultaneous eeg,-0.0575,-0.1026,0.0024,-0.0545
simultaneously,-0.0282,-0.0604,-0.0104,-0.0675
single,0.0451,-0.0496,-0.0089,0.0435
single subject,-0.05,-0.166,0.0357,-0.0226
single trial,-0.0589,-0.1525,-0.0124,-0.0355
site,-0.0456,-0.0852,0.0203,-0.0291
sites,-0.012,-0.1159,0.0159,-0.0009
situation,0.1082,0.1061,-0.0853,0.0544
situations,0.0363,0.1567,-0.0734,-0.0202
sixteen,-0.0173,0.0008,-0.0177,-0.013
size,-0.0335,0.0491,0.0399,-0.0071
sizes,-0.018,0.0158,-0.0045,-0.0446
skill,-0.0195,-0.0496,0.0064,0.004
skills,-0.0276,-0.1487,0.028,-0.0034
skin,-0.0979,-0.1608,0.006,-0.0911
skin conductance,-0.0097,-0.0507,-0.0167,-0.002
sleep,-0.0465,-0.0565,0.0622,-0.0312
slow,-0.0464,-0.0829,0.0141,-0.0844
slower,-0.0124,-0.0108,0.0082,-0.0548
sma,-0.0431,-0.1184,-0.02,0.0128
small,-0.0521,-0.0893,0.0765,-0.0541
smaller,-0.0062,-0.0277,0.0188,-0.0708
smokers,-0.1101,-0.0793,0.0391,-0.042
smoking,-0.0824,-0.0529,0.0328,-0.0626
sn,-0.0055,0.0545,-0.0216,-0.044
social,0.1515,0.0345,-0.0711,0.0045
social cognition,0.1319,0.052,-0.0825,0.0122
social cognitive,0.0972,0.018,-0.0429,-0.0446
social interaction,0.0805,-0.0002,-0.0548,0.0218
social interactions,0.0853,0.006,-0.0364,0.0109
socially,0.0584,-0.0219,-0.0377,0.0004
software,-0.0806,-0.1034,0.0239,-0.0794
solving,0.0155,0.2,-0.0449,0.0124
somatosensory,-0.2179,-0.4566,0.0594,-0.1549
somatosensory cortex,-0.2226,-0.3959,0.076,-0.1633
somatosensory cortices,-0.1697,-0.3478,0.0266,-0.0965
sought,-0.0283,0.0073,-0.0104,-0.0562
sound,-0.0543,-0.2191,0.0149,-0.0172
sounds,-0.0611,-0.257,0.0167,-0.0699
source,-0.0799,-0.0845,0.0386,-0.0327
sources,-0.0674,-0.1604,0.0168,-0.0157
space,-0.0171,-0.0468,0.0573,-0.0275
span,-0.0283,0.0221,0.0243,0.0243
sparse,-0.0602,-0.1949,0.0297,0.0061
spatial,-0.0119,0.003,0.024,0.0138
spatial attention,0.0629,0.0078,0.0416,0.0439
spatial information,-0.0212,0.0003,-0.0131,-0.0011
spatial temporal,-0.0114,-0.0096,-0.0105,-0.0354
spatially,-0.0149,-0.1613,0.0259,-0.0247
spatiotemporal,-0.0252,-0.0907,0.0289,-0.0212
speaker,0.0265,-0.1554,-0.0281,-0.0092
speakers,0.0606,-0.0041,-0.0077,0.0848
speaking,0.0179,-0.0104,-0.0053,0.0451
special,0.0813,0.0735,0.0323,0.0676
specialization,0.0277,-0.0338,-0.0177,0.0437
specialized,0.0616,0.0577,-0.0607,0.0737
species,-0.058,-0.041,0.0333,-0.0538
specifically,0.0436,0.0877,-0.0263,0.0304
specificity,0.0712,0.0498,0.007,0.0592
specified,0.0009,0.0308,-0.0395,0.0263
spectral,-0.0976,-0.2339,0.0267,-0.0716
spectrum,0.0406,-0.0287,-0.0006,-0.0205
spectrum disorder,0.0759,0.0131,0.0006,0.0187
spectrum disorders,0.0115,-0.0276,-0.0163,-0.0118
speech,-0.0064,-0.2204,0.0175,-0.0089
speech perception,-0.0242,-0.1989,0.0224,-0.0496
speech production,-0.0131,-0.1984,0.0567,-0.0224
speed,-0.0582,-0.076,0.0449,-0.0487
spin,-0.0625,-0.1629,0.0942,-0.0741
spin labeling,-0.0533,-0.1335,0.0708,-0.066
spinal,-0.0414,-0.1084,0.0574,-0.0708
spl,-0.0267,-0.0268,0.0234,0.0176
spoken,0.0413,-0.0938,-0.0266,0.0673
spontaneous,-0.0866,-0.142,0.036,-0.1408
stable,-0.0403,-0.0295,0.0035,0.015
stage,-0.0038,0.0193,0.01,-0.0258
stages,0.0312,-0.0294,0.0273,0.0392
standard,0.0173,-0.0464,-0.0253,-0.0556
standardized,-0.0421,-0.1175,0.0541,-0.0223
state,-0.103,-0.125,0.0292,-0.1462
state connectivity,-0.0416,-0.0155,-0.0081,-0.0912
state functional,-0.128,-0.081,0.045,-0.1631
state networks,-0.0764,-0.0327,-0.0335,-0.0491
statement,0.0178,0.0559,-0.0036,0.018
states,0.063,-0.1011,-0.0212,0.0015
static,0.0231,-0.1038,0.0265,0.0367
statistics,-0.043,-0.1486,0.1206,-0.0629
status,-0.0165,-0.0276,0.0338,-0.0229
step,0.0111,0.0474,0.0193,0.0411
stg,-0.022,-0.2044,-0.0238,-0.0409
stimulated,-0.113,-0.2584,0.023,-0.0756
stimulation,-0.1814,-0.3979,0.0709,-0.1808
stimulation tms,-0.0918,-0.2332,0.0593,-0.087
stimuli,0.0661,-0.0854,-0.0154,0.0516
stimuli presented,0.0418,-0.0353,-0.0454,0.0424
stimulus,0.0209,-0.0745,-0.0282,0.0684
stimulus driven,0.1111,0.0907,-0.0599,-0.0143
stimulus response,-0.0064,0.0858,-0.038,0.0356
stop,-0.0169,0.061,-0.0998,-0.0747
stop signal,-0.0037,0.0967,-0.1149,-0.0555
storage,0.0364,0.1528,-0.0597,0.0627
stored,0.0299,0.0706,-0.0124,0.0621
strategic,0.0128,0.1717,-0.0598,0.0874
strategies,0.0509,0.1772,-0.0275,0.0483
strategy,0.0686,0.1689,-0.0516,0.0322
stream,0.0225,-0.0587,0.0038,0.0987
streams,-0.0063,-0.0692,-0.0101,0.0414
strength,-0.0225,-0.0769,0.0161,0.0128
stress,-0.0726,-0.0661,0.0689,-0.0794
stress disorder,-0.0533,-0.0405,0.0488,-0.0498
striatal,-0.028,0.0981,0.044,0.0325
striatum,-0.0413,0.1137,0.0468,0.0484
striking,0.0357,0.0622,-0.0077,0.0376
stroke,-0.1265,-0.2381,0.0682,-0.1042
strong,0.0307,-0.014,-0.0376,0.0208
strongest,0.0344,-0.0211,0.0131,0.055
strongly,0.0688,0.074,-0.0087,0.1027
stroop,-0.0293,0.1218,-0.0332,0.0184
stroop task,-0.0361,0.0913,-0.0159,0.0037
structural,-0.1372,-0.1482,0.1269,-0.1821
structural functional,-0.0816,-0.1257,0.0756,-0.0922
structural magnetic,-0.0936,-0.0533,0.0892,-0.1366
structure,0.0307,-0.0089,0.0419,-0.0017
structure function,-0.0737,-0.0786,0.0784,-0.0758
structures,0.0091,-0.0606,0.0544,0.0243
structures involved,0.0562,0.0282,0.0164,0.0311
sts,0.1405,-0.1368,-0.0204,0.0325
students,-0.0029,0.0764,-0.0006,0.0132
studied,0.0038,0.0269,0.0466,0.0438
studying,0.0081,-0.0475,0.0107,0.0093
sub,-0.041,-0.0113,-0.0076,-0.0197
subcortical,-0.016,-0.1302,0.0623,-0.0375
subcortical structures,0.0137,-0.0663,0.0343,-0.0006
subgenual,-0.0389,-0.0596,0.0861,-0.0498
subject,-0.0421,-0.1577,0.0333,-0.0483
subjective,-0.0381,-0.0277,0.0248,0.0091
subregions,-0.0047,0.016,0.0171,0.0242
subsequent,0.019,0.0549,0.0191,0.0802
subsequent memory,0.0538,0.1336,-0.0019,0.0694
subsequently,-0.0032,0.0364,-0.0199,-0.0247
subserve,-0.0174,0.0231,0.0114,-0.0019
subserved,0.0451,0.1098,-0.0479,0.0537
subserving,0.0053,0.098,-0.0668,0.0096
subset,0.0276,0.0459,-0.0131,0.0489
substance,-0.0793,0.0255,0.0172,-0.0639
substantia,0.0602,0.0794,0.0212,0.0423
substantial,-0.0548,-0.1086,0.0633,-0.064
substantially,-0.0379,-0.1092,0.048,-0.0155
substrate,0.0529,0.0485,-0.0332,0.0512
substrates,0.0279,0.0731,-0.0477,0.0864
subtle,0.0067,0.0016,-0.0301,-0.0498
subtraction,0.034,0.1625,-0.0568,0.0264
success,-0.0047,0.1521,-0.0233,0.0494
successful,0.0072,0.1258,-0.028,0.0349
successfully,0.0279,0.0228,0.0465,0.0592
successive,0.0061,-0.0383,-0.0061,-0.0111
suffering,0.0062,-0.0212,0.0251,0.0173
sufficient,-0.0353,-0.0215,0.0009,-0.0435
suggest,0.0617,0.0902,-0.0136,0.0732
suggest functional,-0.0071,-0.0074,-0.0076,-0.0125
suggested,-0.0357,0.028,-0.0304,-0.0176
suggesting,0.0649,0.0815,-0.0232,0.0384
suggests,0.0112,0.0821,-0.0065,0.0164
sulci,0.0738,0.0146,0.0124,0.0631
sulcus,0.123,-0.0421,-0.0223,0.0719
sulcus ips,0.013,0.1341,-0.0261,0.0452
sulcus sts,0.1465,-0.1124,-0.0113,0.0359
sum,-0.0138,-0.04,0.0343,-0.0141
summary,-0.0413,-0.0201,-0.0061,-0.0208
superior,0.0479,-0.1824,-0.0337,0.0006
superior frontal,-0.0621,0.034,-0.0326,-0.1036
superior inferior,-0.0097,-0.0014,-0.0569,0.025
superior middle,0.0643,-0.0806,-0.0612,0.0784
superior parietal,-0.0291,-0.0181,0.0001,0.0422
superior temporal,0.0775,-0.2163,-0.0242,-0.0036
supplementary,-0.0598,-0.187,0.011,-0.0255
supplementary motor,-0.0586,-0.1932,0.0003,-0.0301
supported,0.0491,0.1193,-0.022,0.0457
supporting,0.0893,0.122,-0.01,0.0622
supports,0.0549,0.0809,-0.071,0.0247
suppressed,-0.0142,-0.0554,0.0079,-0.0223
suppression,0.0003,-0.081,-0.0036,-0.0132
supramarginal,0.0453,-0.0569,-0.0477,0.0505
supramarginal gyrus,0.0472,-0.0477,-0.0517,0.0517
surface,-0.0811,-0.2033,0.0468,-0.0858
surprisingly,0.0474,-0.0079,-0.0112,-0.0044
surrounding,-0.0026,-0.0672,0.03,0.0077
susceptibility,-0.086,-0.0496,0.0053,-0.0862
sustained,-0.0053,0.0005,-0.0104,0.0347
sustained attention,-0.0527,-0.0166,-0.0293,-0.0446
switch,0.0363,0.1156,-0.0408,0.0662
switching,0.011,0.1609,-0.0235,0.063
symbolic,0.0145,0.1599,-0.0253,0.0428
symptom,-0.0624,-0.0876,0.0553,-0.1105
symptom severity,-0.0359,-0.0666,0.0544,-0.0672
symptoms,-0.0863,-0.0587,0.0562,-0.1489
synchronization,-0.0321,-0.0664,-0.034,-0.0981
syndrome,-0.1032,-0.1449,0.1016,-0.122
syntactic,0.1557,0.1224,-0.0443,0.1094
systematic,-0.0034,-0.04,0.0135,-0.0568
systematically,0.0108,0.0968,-0.0612,0.0537
systems,0.0804,0.0366,-0.0206,0.0559
systems involved,0.0643,0.0067,-0.0155,0.0167
t1,-0.0942,-0.0852,0.0832,-0.1349
t1 weighted,-0.0931,-0.1101,0.0742,-0.1386
tactile,-0.1506,-0.2876,0.03,-0.1042
taken,0.0641,0.126,-0.0277,0.0308
taken suggest,0.0564,0.0558,0.0361,0.0383
taking,-0.038,0.0479,-0.0367,-0.0186
tapping,-0.0832,-0.1425,0.032,-0.0089
target,0.0208,-0.0209,0.0104,0.0557
target detection,0.0018,-0.0565,-0.036,0.0012
targeted,-0.0409,-0.0289,0.019,-0.0344
targets,-0.0287,-0.0001,-0.0035,0.0093
task,0.0423,0.3012,-0.12,0.1181
task conditions,-0.0196,0.0946,-0.0332,0.0623
task demands,0.0659,0.142,-0.0727,0.0606
task difficulty,0.0206,0.1772,-0.0639,0.0548
task functional,-0.0307,0.0451,-0.0167,-0.033
task induced,-0.0347,-0.0932,0.0482,-0.0148
task involving,0.0368,0.1161,-0.0384,0.0656
task irrelevant,0.0685,0.0984,-0.0476,0.0373
task performance,-0.0366,0.1224,-0.0215,0.0236
task positive,-0.0011,-0.0038,-0.0061,-0.0443
task relevant,0.0606,0.1058,-0.0636,0.0392
task required,0.014,0.0619,-0.0287,0.01
task task,-0.042,0.0696,-0.0434,-0.0282
task using,0.0637,0.0314,-0.024,0.0452
tasks,0.0691,0.189,-0.0877,0.1006
taste,-0.0791,-0.0553,0.0543,-0.0429
td,0.0007,-0.0004,0.014,-0.0346
technique,-0.078,-0.1199,0.0233,-0.068
techniques,-0.0764,-0.0608,0.0639,-0.1118
tegmental,0.0553,0.1083,0.0241,0.0461
temporal,0.1611,-0.047,-0.0508,0.0468
temporal cortex,0.1264,0.0195,-0.009,0.0853
temporal cortices,0.055,-0.0082,-0.0077,0.0001
temporal frontal,0.057,-0.0397,-0.0179,0.0226
temporal gyri,0.069,-0.08,-0.0364,0.0383
temporal gyrus,0.0784,-0.0822,-0.0373,0.0146
temporal inferior,0.0684,0.0538,-0.0472,0.0572
temporal lobe,0.0513,0.0238,0.0253,-0.0189
temporal lobes,0.0589,-0.0445,-0.002,-0.0042
temporal occipital,0.0384,-0.0097,0.0302,0.053
temporal parietal,0.0725,0.0534,-0.0241,0.0268
temporal pole,0.0591,-0.0457,-0.0438,-0.0332
temporal sulcus,0.1933,-0.11,-0.0507,0.0362
temporale,-0.0612,-0.253,0.0315,-0.0531
temporally,0.0047,-0.0118,-0.0399,-0.0344
temporo,0.1822,0.0176,-0.0573,0.0409
temporo parietal,0.1705,0.0114,-0.0626,0.0242
temporoparietal,0.1881,0.0451,-0.0651,0.0458
temporoparietal junction,0.1769,0.059,-0.0898,0.0134
tend,-0.0259,0.0313,-0.0002,-0.0371
tendency,0.011,0.0668,-0.0081,-0.029
tensor,-0.0852,-0.1434,0.1743,-0.1402
tensor dti,-0.0696,-0.105,0.1455,-0.0941
term,0.0718,0.116,-0.0016,0.021
term memory,0.1227,0.2073,-0.0379,0.1197
terms,0.0251,-0.0187,0.0143,0.0685
tesla,-0.0391,-0.0932,0.0362,-0.0463
test,-0.0297,0.1642,-0.0046,0.0202
tested,0.0167,0.0575,-0.0097,-0.0036
testing,0.0155,-0.0322,0.0003,-0.04
tests,-0.0094,0.0563,0.0062,-0.0468
thalamic,-0.0171,-0.0835,0.0309,-0.0005
thalamus,-0.0011,-0.0472,0.0442,0.0155
theoretical,0.0572,0.1182,-0.039,0.0837
theories,0.0939,0.1217,-0.0608,0.0562
theory,0.1707,0.0986,-0.0774,0.0386
theory mind,0.2115,0.0764,-0.0838,0.0146
therapeutic,-0.0953,-0.0884,0.0549,-0.1064
therapy,-0.0363,-0.0201,0.0279,-0.0478
thickness,-0.1376,-0.1816,0.0556,-0.1635
thinking,0.0516,0.0997,-0.028,0.0042
thirteen,-0.0553,-0.0622,0.0282,-0.0343
thirty,-0.0322,-0.05,0.0173,-0.0966
thought,0.0715,0.1243,-0.0561,0.0408
thoughts,0.0414,0.0472,-0.0313,-0.0173
threat,0.0616,0.0413,-0.0152,0.0165
threatening,0.1055,0.0244,0.01,0.0252
threshold,-0.0929,-0.1424,0.0773,-0.1031
time,-0.0602,-0.1468,0.0427,-0.0703
time course,-0.0061,-0.1035,0.0165,0.0244
time courses,-0.0004,-0.0541,-0.0272,0.0543
time points,-0.0187,-0.0217,0.0433,-0.0589
time series,-0.0353,-0.1148,0.0183,-0.0647
time task,-0.0049,-0.0259,0.0022,0.0103
times,-0.0339,0.0696,-0.0219,-0.0185
timing,-0.0113,-0.0567,-0.0336,-0.0025
tissue,-0.0285,-0.0723,0.0813,-0.0812
tms,-0.0782,-0.2254,0.0506,-0.0901
tom,0.1645,0.0472,-0.0632,0.0016
tomography,-0.0732,-0.0662,0.0606,-0.0965
tomography pet,-0.0411,-0.0034,-0.0014,-0.0459
tone,-0.0802,-0.1696,0.0157,-0.0546
tones,-0.0848,-0.2026,0.0251,-0.0524
took,0.031,0.1009,-0.018,0.0107
tool,-0.0009,-0.0578,0.0119,0.0302
tools,0.0326,0.0059,0.0043,0.1174
total,-0.0819,-0.0125,0.0187,-0.0821
touch,-0.1265,-0.2708,0.0425,-0.038
tpj,0.1518,0.0818,-0.0901,0.0011
track,0.007,0.0299,0.0084,0.032
tracking,-0.0048,-0.091,0.0007,-0.0038
tract,-0.0793,-0.138,0.1349,-0.1283
tractography,-0.0309,-0.0925,0.0916,-0.0699
tracts,-0.0853,-0.1305,0.1377,-0.1194
traditional,0.0031,-0.077,0.0101,0.0208
traditionally,0.0187,0.0276,0.0087,0.0342
trained,0.0015,-0.0364,0.0438,0.0086
training,-0.1041,-0.2272,0.0777,-0.0734
trait,-0.0414,0.0137,0.014,-0.0807
traits,-0.0006,0.0129,-0.0247,-0.0267
trajectories,-0.0147,-0.0424,0.0226,-0.0689
transcranial,-0.0873,-0.1868,0.0433,-0.1104
transcranial magnetic,-0.0784,-0.1938,0.0524,-0.0907
transfer,-0.0762,-0.0707,0.0624,-0.029
transformation,-0.0316,-0.0911,0.0424,0.0477
transient,0.0533,0.048,-0.0166,0.0358
transition,-0.0042,0.0229,-0.0156,0.0283
trauma,-0.0611,-0.0651,0.0836,-0.0521
traumatic,-0.0337,-0.0242,0.038,-0.0489
treated,-0.0611,-0.0054,-0.0012,-0.0693
treatment,-0.1178,-0.0871,0.085,-0.1529
treatments,-0.0451,-0.0427,0.0543,-0.0443
trend,-0.057,0.0122,-0.0125,-0.0684
trial,-0.0401,0.0307,-0.0359,-0.0097
trial trial,-0.0148,-0.0193,-0.012,-0.0179
trials,-0.0049,0.1535,-0.0626,-0.0029
trigger,0.017,-0.0258,-0.0253,0.0273
triggered,0.0004,-0.0123,-0.0244,0.0342
true,0.0435,0.0858,-0.0032,0.0397
turn,0.0505,0.0792,-0.0503,0.0139
twice,-0.0105,-0.0087,0.0262,-0.0159
type,-0.0012,-0.0129,-0.0026,0.0421
types,0.0896,0.0916,-0.0314,0.1367
typical,0.0657,0.0589,0.0044,0.0199
typically,0.0035,0.0174,-0.0092,0.0105
typically developing,-0.013,-0.0401,0.0062,-0.0168
unaffected,-0.0307,0.0083,-0.005,-0.1188
uncertain,0.0012,0.0491,-0.0431,-0.0331
uncertainty,-0.033,0.0947,-0.052,-0.0608
unclear,-0.0085,0.0648,0.0086,-0.0232
undergoing,-0.0193,-0.0082,-0.0045,-0.0013
undergoing functional,-0.0246,-0.0054,0.0189,0.016
underlie,0.0441,0.0805,0.0045,0.0377
underlies,0.0431,0.1001,-0.0546,-0.0307
underlying,-0.0368,-0.0446,0.028,-0.0295
underlying mechanisms,-0.0855,-0.0369,0.0026,-0.0604
underpinning,0.0563,0.1124,0.0046,0.067
underpinnings,0.0051,0.0584,-0.0326,-0.0252
understand,0.0227,-0.0068,-0.0303,0.0223
understanding,0.028,-0.0064,0.0049,0.0112
understood,-0.0203,-0.038,0.0103,-0.0128
unexpected,0.0561,0.0391,-0.0476,0.0161
unfamiliar,0.09,0.1156,-0.0062,0.0812
unilateral,-0.0839,-0.2486,0.0695,-0.1314
unimodal,0.0379,-0.1039,0.0159,-0.0017
unique,0.0049,-0.0631,0.0042,-0.0111
uniquely,0.0583,0.107,-0.0642,0.0516
univariate,0.0262,0.0453,-0.0247,0.0367
unknown,0.0023,-0.045,0.0413,-0.0075
unlike,0.0337,0.0694,-0.018,0.0072
unmedicated,-0.0436,-0.0003,0.031,-0.0565
unpleasant,0.0169,-0.0338,-0.0241,-0.014
unrelated,0.0035,0.0149,-0.0123,0.0231
upcoming,0.0419,0.0051,-0.0365,0.0344
updating,0.0355,0.1575,-0.0553,0.006
upper,-0.0527,-0.2162,0.0354,-0.0543
use,-0.0432,-0.026,0.0357,-0.0517
use functional,-0.0342,-0.1293,0.0529,-0.0531
useful,-0.0744,-0.1333,0.0242,-0.0605
users,-0.0409,-0.0216,0.0194,-0.0691
uses,-0.0243,-0.0152,0.0288,-0.0074
using,-0.0417,-0.1648,0.0718,-0.0995
using event,0.0529,0.1152,-0.0381,0.0919
using functional,0.0683,0.0121,-0.0201,0.0533
using resting,-0.0612,-0.0191,0.021,-0.0814
using voxel,-0.0809,-0.0965,0.0735,-0.1346
usually,-0.0322,-0.0862,-0.0007,0.0088
utility,-0.079,-0.0717,0.0959,-0.0421
utilized,-0.0101,-0.0469,0.017,-0.0791
v1,0.0899,-0.0124,0.0103,0.13
v5,0.0322,-0.1032,0.0468,0.0901
valence,0.0502,0.0051,0.0155,0.0169
valid,0.0774,0.0602,-0.0668,-0.0183
validated,-0.024,-0.0436,0.0206,-0.062
validity,0.033,-0.0081,0.0171,0.0111
valuable,-0.0425,-0.0506,-0.0312,-0.0009
value,-0.0916,0.0315,0.0409,-0.0089
values,-0.1516,-0.1186,0.0999,-0.1476
variability,-0.0941,-0.1464,0.0486,-0.0987
variable,-0.0183,-0.0671,0.0274,0.0312
variables,-0.0302,0.001,0.0171,0.0001
variance,-0.0493,-0.0657,0.0296,-0.0506
variant,-0.0105,0.0469,0.0089,-0.0628
variation,-0.0723,0.0215,0.0098,-0.0827
variations,-0.1021,-0.1581,0.063,-0.0944
varied,0.0081,0.0677,-0.032,0.0576
varies,-0.0589,-0.0362,-0.0199,-0.0379
variety,0.0344,0.0832,0.0057,0.0073
various,-0.0186,-0.0401,0.002,-0.0381
vary,0.0391,0.0057,0.0018,0.0469
varying,0.0056,-0.0015,0.0073,0.0147
vbm,-0.0373,-0.0097,0.0546,-0.114
vector,-0.0519,-0.0431,0.0272,-0.0847
ventral,0.0693,0.1389,0.0271,0.1673
ventral anterior,-0.019,-0.0393,0.0244,0.0052
ventral dorsal,0.032,0.1254,-0.0062,0.1322
ventral medial,-0.0739,-0.0788,0.0579,-0.0047
ventral premotor,0.0008,-0.0966,-0.0006,0.0259
ventral striatum,-0.0453,0.0946,0.0448,0.0431
ventral tegmental,0.0481,0.1008,0.0274,0.0464
ventral visual,0.0972,0.0722,-0.0055,0.0927
ventrolateral,0.0572,0.2371,-0.0975,0.0379
ventrolateral prefrontal,0.0381,0.1925,-0.1096,0.0345
ventromedial,-0.051,0.0139,0.054,-0.052
ventromedial prefrontal,-0.0557,0.0104,0.0561,-0.0293
verb,0.1287,0.1412,-0.0567,0.1637
verbal,0.047,0.2492,-0.0863,0.0992
verbal fluency,0.0137,0.0774,-0.0205,0.0628
verbal working,0.0154,0.2133,-0.0746,0.0754
verbs,0.1496,0.0872,-0.0452,0.1681
vermis,0.0205,0.0235,-0.0343,0.018
version,0.0386,0.1898,-0.0717,0.0621
versus,0.0573,0.1042,-0.0232,0.0588
vi,0.0002,0.1094,-0.0648,0.0031
video,0.0996,-0.0264,-0.0609,0.0941
video clips,0.1074,-0.0071,-0.0453,0.0912
videos,0.1104,-0.0236,-0.025,0.0686
view,0.0445,0.0258,-0.0105,0.1011
viewed,0.1148,0.0582,0.0069,0.1164
viewing,0.1639,0.0402,-0.0169,0.0672
violations,0.0307,0.0393,-0.039,0.004
virtual,-0.0073,0.0334,0.0121,0.0203
vision,0.0172,-0.0435,0.0019,0.0917
visual,0.1247,-0.0026,0.0054,0.1894
visual attention,0.0186,-0.0081,0.0012,0.0516
visual auditory,0.0366,-0.0881,0.0117,0.044
visual cortex,0.0611,-0.0469,0.0149,0.0931
visual cortices,0.0387,-0.0081,-0.0109,0.1451
visual field,0.0087,-0.0842,0.0376,0.0485
visual information,0.0075,-0.0365,0.0361,0.0351
visual motion,0.0818,-0.0285,0.0364,0.1136
visual perception,0.0387,-0.0731,0.0225,0.0783
visual stimuli,0.0711,0.0118,-0.0043,0.074
visual stimulus,0.0207,-0.0465,-0.0163,-0.026
visual stream,0.0583,-0.0143,0.012,0.1133
visual word,0.1471,0.162,-0.0577,0.1615
visually,0.0522,0.0009,-0.0191,0.1363
visually presented,0.1036,0.1407,-0.0515,0.1574
visuo,0.0227,0.036,0.0081,0.0575
visuo spatial,0.0196,0.1304,-0.0133,0.0092
visuomotor,-0.0336,-0.1062,0.0663,0.0297
visuospatial,0.0328,0.0511,0.0283,0.014
vivo,-0.0009,-0.0351,0.0662,-0.0642
vlpfc,0.0303,0.0866,-0.0641,0.0227
vmpfc,-0.0642,-0.0342,0.0467,-0.0347
vocal,-0.0564,-0.257,0.0412,-0.042
voice,0.0483,-0.1231,-0.0308,-0.0089
volume,-0.1097,-0.0829,0.1182,-0.1736
volumes,-0.0997,-0.0819,0.0752,-0.1645
volumetric,-0.0556,-0.0206,0.053,-0.0867
voluntary,-0.0593,-0.2142,0.0268,-0.0525
volunteers,-0.0516,-0.1199,-0.0015,-0.0656
voxel,-0.1285,-0.1387,0.1275,-0.2134
voxel morphometry,-0.0947,-0.0914,0.1009,-0.195
voxel wise,-0.1169,-0.1277,0.0768,-0.1593
voxels,-0.0361,-0.0959,0.0583,-0.0228
voxelwise,-0.0575,-0.0525,0.06,-0.0137
vs,0.0588,0.0698,-0.0048,0.1176
vulnerability,-0.0401,0.0266,0.05,-0.042
watched,0.0965,-0.0155,-0.0348,0.0863
watching,0.0329,-0.0556,-0.0087,0.0667
way,0.0169,0.0092,-0.0023,0.0443
ways,-0.0022,0.0255,0.0064,0.0045
weak,0.0206,0.0584,-0.0267,0.0696
weaker,0.0125,0.0104,-0.0218,0.054
week,-0.0554,-0.1216,0.0766,-0.0734
weeks,-0.0937,-0.0703,0.0711,-0.1063
weight,-0.0909,-0.0331,0.0442,-0.0695
weighted,-0.1228,-0.1428,0.1221,-0.1766
whilst,0.0157,0.0119,-0.0416,0.0356
white,-0.1052,-0.1348,0.1801,-0.1615
white matter,-0.1168,-0.1225,0.1863,-0.1618
wide,-0.0509,-0.0605,0.0201,0.0162
widely,-0.0159,0.0216,-0.0082,-0.0156
widespread,-0.0624,-0.0657,0.0321,-0.1007
wiley,-0.0356,-0.0074,-0.0073,0.0024
wiley periodicals,-0.0343,-0.0075,-0.0103,0.0034
window,-0.0148,-0.0931,0.0001,-0.0572
wise,-0.1217,-0.1389,0.0862,-0.1556
wm,-0.0301,0.1309,0.0195,-0.0385
wm task,0.0012,0.1153,-0.0348,-0.0044
women,0.0035,-0.0115,0.0267,-0.0211
word,0.1686,0.2265,-0.0745,0.2151
word form,0.1363,0.1562,-0.0585,0.1768
word pairs,0.018,0.1252,-0.0397,0.0647
word recognition,0.0822,0.0673,-0.0171,0.0828
words,0.1415,0.1704,-0.0525,0.2144
work,-0.0215,-0.036,0.0137,-0.0387
working,0.0092,0.2965,-0.0778,0.013
working memory,0.0055,0.2974,-0.0753,0.0121
world,0.0561,0.0233,-0.029,0.0226
worse,-0.004,0.0539,-0.0116,-0.0217
written,0.112,0.0817,-0.0522,0.1563
year,0.0193,-0.02,0.0208,-0.0354
